Date,Open,High,Low,Close,Volume,Currency,H-L,O-C,SMA_7,SMA_14,SMA_21,SD_7,SD_21
2017-06-23,0.002987,0.00322,0.002918,0.003074,3574830,USD,0.0003020000000000002,-8.699999999999984e-05,0.0030765714285714285,0.0030902142857142855,0.003223238095238095,0.00010453365828423712,0.0002627917245199905
2017-06-24,0.003074,0.003187,0.002689,0.0029,3959725,USD,0.0004980000000000002,0.0001740000000000001,0.003027142857142857,0.003063214285714286,0.0032083333333333334,9.21347357070587e-05,0.00027211235424606036
2017-06-25,0.0029,0.003265,0.002254,0.002573,2346645,USD,0.0010110000000000002,0.0003269999999999996,0.002967,0.0030002857142857144,0.0031513333333333332,0.00019611221277625763,0.00027393910515538565
2017-06-26,0.002573,0.002886,0.002197,0.002516,1616370,USD,0.0006889999999999999,5.700000000000019e-05,0.002873857142857143,0.0029664285714285717,0.003094095238095238,0.00023559529464134725,0.0002751899171048797
2017-06-27,0.002516,0.002652,0.002065,0.002534,2956485,USD,0.0005869999999999998,-1.7999999999999787e-05,0.002792428571428571,0.0029197857142857146,0.0030425238095238096,0.0002412307727349193,0.00027377136794186856
2017-06-28,0.002534,0.002832,0.002395,0.0028,4492110,USD,0.0004369999999999999,-0.0002660000000000002,0.0027691428571428567,0.0029180714285714287,0.003021095238095238,0.00022960867330556897,0.00027433044030182016
2017-06-29,0.0028,0.00282,0.002418,0.002534,7952980,USD,0.000402,0.0002660000000000002,0.0027044285714285707,0.0028893571428571427,0.0029783809523809524,0.00022167382731005147,0.0002771343494030425
2017-06-30,0.002534,0.002795,0.002431,0.002555,9931880,USD,0.0003640000000000002,-2.1000000000000185e-05,0.002630285714285714,0.0028534285714285714,0.0029369047619047617,0.0001538946764140087,0.00027192203014134484
2017-07-01,0.002555,0.00256,0.002071,0.002239,10454325,USD,0.0004890000000000003,0.0003159999999999999,0.0025358571428571427,0.0027815,0.0028874285714285716,0.0001633211851653387,0.0002998458889877549
2017-07-02,0.002239,0.002545,0.00213,0.00246,8133510,USD,0.000415,-0.00022099999999999984,0.0025197142857142857,0.0027433571428571424,0.002840095238095238,0.00016461744974912635,0.0002839712845979155
