Date,Open,High,Low,Close,Volume,Currency,H-L,O-C,SMA_7,SMA_14,SMA_21,SD_7,SD_21
2010-09-08,0.1,0.1,0.1,0.1,2345,USD,0.0,0.0,0.1,0.1,0.1,0.0,0.0
2010-09-09,0.1,0.1,0.1,0.1,1734,USD,0.0,0.0,0.09999999999999999,0.1,0.1,0.0,0.0
2010-09-10,0.1,0.1,0.1,0.1,4940,USD,0.0,0.0,0.1,0.09999999999999999,0.1,0.0,0.0
2010-09-11,0.1,0.1,0.1,0.1,7749,USD,0.0,0.0,0.1,0.1,0.10000000000000002,0.0,0.0
2010-09-12,0.1,0.1,0.1,0.1,794,USD,0.0,0.0,0.1,0.1,0.1,0.0,0.0
2010-09-13,0.1,0.1,0.1,0.1,10076,USD,0.0,0.0,0.09999999999999999,0.1,0.1,0.0,0.0
2010-09-14,0.1,0.2,0.1,0.1,14015,USD,0.1,0.0,0.1,0.1,0.1,0.0,0.0
2010-09-15,0.1,0.1,0.1,0.1,3652,USD,0.0,0.0,0.1,0.09999999999999999,0.1,0.0,0.0
2010-09-16,0.1,0.1,0.1,0.1,730,USD,0.0,0.0,0.1,0.1,0.1,0.0,0.0
2010-09-17,0.1,0.1,0.1,0.1,7262,USD,0.0,0.0,0.09999999999999999,0.1,0.1,0.0,0.0
2010-09-18,0.1,0.1,0.1,0.1,7093,USD,0.0,0.0,0.1,0.09999999999999999,0.1,0.0,0.0
2010-09-19,0.1,0.1,0.1,0.1,12852,USD,0.0,0.0,0.1,0.1,0.1,0.0,0.0
2010-09-20,0.1,0.1,0.1,0.1,14308,USD,0.0,0.0,0.1,0.1,0.1,0.0,0.0
2010-09-21,0.1,0.1,0.1,0.1,5736,USD,0.0,0.0,0.09999999999999999,0.1,0.1,0.0,0.0
2010-09-22,0.1,0.1,0.1,0.1,11560,USD,0.0,0.0,0.1,0.1,0.1,0.0,0.0
2010-09-23,0.1,0.1,0.1,0.1,15505,USD,0.0,0.0,0.1,0.09999999999999999,0.1,0.0,0.0
2010-09-24,0.1,0.1,0.1,0.1,684,USD,0.0,0.0,0.1,0.1,0.1,0.0,0.0
2010-09-25,0.1,0.1,0.1,0.1,2153,USD,0.0,0.0,0.09999999999999999,0.1,0.1,0.0,0.0
2010-09-26,0.1,0.1,0.1,0.1,12058,USD,0.0,0.0,0.1,0.09999999999999999,0.1,0.0,0.0
2010-09-27,0.1,0.1,0.1,0.1,10752,USD,0.0,0.0,0.1,0.1,0.10000000000000002,0.0,0.0
2010-09-28,0.1,0.1,0.1,0.1,7086,USD,0.0,0.0,0.1,0.1,0.1,0.0,0.0
2010-09-29,0.1,0.1,0.1,0.1,23476,USD,0.0,0.0,0.09999999999999999,0.1,0.1,0.0,0.0
2010-09-30,0.1,0.1,0.1,0.1,7917,USD,0.0,0.0,0.1,0.1,0.1,0.0,0.0
2010-10-01,0.1,0.1,0.1,0.1,1717,USD,0.0,0.0,0.1,0.09999999999999999,0.1,0.0,0.0
2010-10-02,0.1,0.1,0.1,0.1,13060,USD,0.0,0.0,0.1,0.1,0.1,0.0,0.0
2010-10-03,0.1,0.1,0.1,0.1,7173,USD,0.0,0.0,0.09999999999999999,0.1,0.1,0.0,0.0
2010-10-04,0.1,0.1,0.1,0.1,33995,USD,0.0,0.0,0.1,0.09999999999999999,0.1,0.0,0.0
2010-10-05,0.1,0.1,0.1,0.1,27527,USD,0.0,0.0,0.1,0.1,0.1,0.0,0.0
2010-10-06,0.1,0.1,0.1,0.1,33433,USD,0.0,0.0,0.1,0.1,0.1,0.0,0.0
2010-10-07,0.1,0.1,0.1,0.1,43693,USD,0.0,0.0,0.09999999999999999,0.1,0.1,0.0,0.0
2010-10-08,0.1,0.1,0.0,0.1,139287,USD,0.1,0.0,0.1,0.1,0.1,0.0,0.0
2010-10-09,0.1,0.1,0.1,0.1,187847,USD,0.0,0.0,0.1,0.09999999999999999,0.1,0.0,0.0
2010-10-10,0.1,0.1,0.1,0.1,50684,USD,0.0,0.0,0.1,0.1,0.1,0.0,0.0
2010-10-11,0.1,0.1,0.1,0.1,14093,USD,0.0,0.0,0.09999999999999999,0.1,0.1,0.0,0.0
2010-10-12,0.1,0.1,0.1,0.1,25661,USD,0.0,0.0,0.1,0.09999999999999999,0.1,0.0,0.0
2010-10-13,0.1,0.1,0.1,0.1,47557,USD,0.0,0.0,0.1,0.1,0.10000000000000002,0.0,0.0
2010-10-14,0.1,0.1,0.1,0.1,37217,USD,0.0,0.0,0.1,0.1,0.1,0.0,0.0
2010-10-15,0.1,0.1,0.1,0.1,24643,USD,0.0,0.0,0.09999999999999999,0.1,0.1,0.0,0.0
2010-10-16,0.1,0.1,0.1,0.1,6285,USD,0.0,0.0,0.1,0.1,0.1,0.0,0.0
2010-10-17,0.1,0.1,0.1,0.1,18222,USD,0.0,0.0,0.1,0.09999999999999999,0.1,0.0,0.0
2010-10-18,0.1,0.1,0.1,0.1,25665,USD,0.0,0.0,0.1,0.1,0.1,0.0,0.0
2010-10-19,0.1,0.1,0.1,0.1,6235,USD,0.0,0.0,0.09999999999999999,0.1,0.1,0.0,0.0
2010-10-20,0.1,0.1,0.1,0.1,31855,USD,0.0,0.0,0.1,0.09999999999999999,0.1,0.0,0.0
2010-10-21,0.1,0.1,0.1,0.1,44867,USD,0.0,0.0,0.1,0.1,0.1,0.0,0.0
2010-10-22,0.1,0.1,0.1,0.1,34604,USD,0.0,0.0,0.1,0.1,0.1,0.0,0.0
2010-10-23,0.1,0.1,0.1,0.1,4423,USD,0.0,0.0,0.09999999999999999,0.1,0.1,0.0,0.0
2010-10-24,0.1,0.2,0.1,0.1,13800,USD,0.1,0.0,0.1,0.1,0.1,0.0,0.0
2010-10-25,0.1,0.2,0.1,0.1,30300,USD,0.1,0.0,0.1,0.09999999999999999,0.1,0.0,0.0
2010-10-26,0.1,0.2,0.1,0.2,19219,USD,0.1,-0.1,0.1142857142857143,0.10714285714285716,0.10476190476190476,0.03779644730092272,0.02182178902359924
2010-10-27,0.2,0.2,0.2,0.2,65606,USD,0.0,0.0,0.1285714285714286,0.1142857142857143,0.10952380952380951,0.04879500364742666,0.030079260375911923
2010-10-28,0.2,0.2,0.2,0.2,21525,USD,0.0,0.0,0.14285714285714285,0.12142857142857143,0.11428571428571428,0.05345224838248487,0.035856858280031816
2010-10-29,0.2,0.2,0.2,0.2,28687,USD,0.0,0.0,0.15714285714285717,0.1285714285714286,0.11904761904761907,0.05345224838248487,0.04023739080814783
2010-10-30,0.2,0.2,0.2,0.2,26709,USD,0.0,0.0,0.17142857142857143,0.13571428571428573,0.12380952380952381,0.048795003647426644,0.043643578047198484
2010-10-31,0.2,0.2,0.2,0.2,40338,USD,0.0,0.0,0.18571428571428575,0.14285714285714285,0.1285714285714286,0.037796447300922686,0.046291004988627586
2010-11-01,0.2,0.2,0.2,0.2,21259,USD,0.0,0.0,0.2,0.15,0.13333333333333336,0.0,0.04830458915396481
2010-11-02,0.2,0.2,0.2,0.2,5853,USD,0.0,0.0,0.2,0.15714285714285717,0.1380952380952381,0.0,0.04976133515281195
2010-11-03,0.2,0.3,0.1,0.2,61473,USD,0.19999999999999998,0.0,0.2,0.16428571428571428,0.14285714285714285,0.0,0.050709255283711015
2010-11-04,0.2,0.2,0.2,0.2,29698,USD,0.0,0.0,0.19999999999999998,0.17142857142857146,0.14761904761904765,0.0,0.05117663157191592
2010-11-05,0.2,0.3,0.2,0.3,36622,USD,0.09999999999999998,-0.09999999999999998,0.21428571428571427,0.18571428571428572,0.15714285714285717,0.03779644730092265,0.0597614304667197
2010-11-06,0.3,0.5,0.2,0.4,32756,USD,0.3,-0.10000000000000003,0.24285714285714288,0.20714285714285716,0.17142857142857143,0.07867957924694427,0.0783763812819726
2010-11-07,0.4,0.5,0.3,0.3,77219,USD,0.2,0.10000000000000003,0.2571428571428571,0.22142857142857145,0.18095238095238095,0.07867957924694427,0.08135752957807668
2010-11-08,0.3,0.4,0.2,0.2,118204,USD,0.2,0.09999999999999998,0.2571428571428572,0.2285714285714286,0.18571428571428572,0.07867957924694427,0.0792824967172092
2010-11-09,0.2,0.3,0.2,0.2,47983,USD,0.09999999999999998,0.0,0.2571428571428572,0.2285714285714286,0.19047619047619047,0.07867957924694427,0.07684244858645453
2010-11-10,0.2,0.2,0.1,0.2,30387,USD,0.1,0.0,0.2571428571428572,0.2285714285714286,0.19523809523809527,0.07867957924694427,0.07400128699009552
2010-11-11,0.2,0.2,0.2,0.2,5032,USD,0.0,0.0,0.2571428571428572,0.2285714285714286,0.19999999999999996,0.07867957924694427,0.07071067811865478
2010-11-12,0.2,0.3,0.2,0.3,40720,USD,0.09999999999999998,-0.09999999999999998,0.2571428571428572,0.23571428571428574,0.20952380952380953,0.07867957924694427,0.07003400534570266
2010-11-13,0.3,0.3,0.3,0.3,21916,USD,0.0,0.0,0.24285714285714285,0.24285714285714285,0.21904761904761907,0.053452248382484795,0.06796357567879742
2010-11-14,0.3,0.3,0.3,0.3,16844,USD,0.0,0.0,0.24285714285714285,0.25000000000000006,0.22857142857142856,0.053452248382484795,0.06436503043467896
2010-11-15,0.3,0.3,0.3,0.3,8508,USD,0.0,0.0,0.2571428571428571,0.2571428571428572,0.23809523809523808,0.053452248382484795,0.05895922723535717
2010-11-16,0.3,0.3,0.2,0.2,33931,USD,0.09999999999999998,0.09999999999999998,0.2571428571428572,0.2571428571428572,0.23809523809523808,0.053452248382484795,0.05895922723535717
2010-11-17,0.2,0.3,0.2,0.2,32872,USD,0.09999999999999998,0.0,0.2571428571428572,0.2571428571428572,0.23809523809523808,0.053452248382484795,0.05895922723535717
2010-11-18,0.2,0.3,0.2,0.3,37447,USD,0.09999999999999998,-0.09999999999999998,0.27142857142857146,0.2642857142857143,0.24285714285714283,0.04879500364742659,0.05976143046671974
2010-11-19,0.3,0.3,0.3,0.3,2158,USD,0.0,0.0,0.2714285714285714,0.2642857142857143,0.24761904761904763,0.04879500364742659,0.0601585207518239
2010-11-20,0.3,0.3,0.3,0.3,14653,USD,0.0,0.0,0.2714285714285714,0.2571428571428571,0.2523809523809524,0.04879500364742659,0.0601585207518239
2010-11-21,0.3,0.3,0.3,0.3,765,USD,0.0,0.0,0.2714285714285714,0.2571428571428572,0.2571428571428572,0.04879500364742659,0.05976143046671976
2010-11-22,0.3,0.3,0.3,0.3,28206,USD,0.0,0.0,0.27142857142857146,0.2642857142857143,0.2619047619047619,0.04879500364742659,0.05895922723535719
2010-11-23,0.3,0.3,0.3,0.3,4857,USD,0.0,0.0,0.2857142857142857,0.2714285714285714,0.26666666666666666,0.03779644730092268,0.05773502691896265
2010-11-24,0.3,0.3,0.3,0.3,2515,USD,0.0,0.0,0.3,0.2785714285714286,0.27142857142857146,1.422618731532198e-09,0.056061191058138886
2010-11-25,0.3,0.3,0.3,0.3,1680,USD,0.0,0.0,0.29999999999999993,0.2857142857142857,0.2761904761904762,1.422618731532198e-09,0.05389584311207974
2010-11-26,0.3,0.3,0.3,0.3,33532,USD,0.0,0.0,0.3,0.2857142857142857,0.2761904761904762,1.422618731532198e-09,0.05389584311207974
2010-11-27,0.3,0.3,0.3,0.3,1825,USD,0.0,0.0,0.3,0.2857142857142857,0.27142857142857146,1.422618731532198e-09,0.046291004988627656
2010-11-28,0.3,0.3,0.3,0.3,20802,USD,0.0,0.0,0.3,0.2857142857142857,0.27142857142857146,1.422618731532198e-09,0.046291004988627656
2010-11-29,0.3,0.3,0.2,0.2,35055,USD,0.09999999999999998,0.09999999999999998,0.2857142857142857,0.2785714285714286,0.27142857142857146,0.03779644730092268,0.046291004988627656
2010-11-30,0.2,0.2,0.2,0.2,21476,USD,0.0,0.0,0.27142857142857146,0.2785714285714286,0.27142857142857146,0.04879500364742659,0.046291004988627656
2010-12-01,0.2,0.2,0.2,0.2,8158,USD,0.0,0.0,0.2571428571428572,0.2785714285714286,0.2714285714285714,0.053452248382484795,0.046291004988627656
2010-12-02,0.2,0.3,0.2,0.3,20312,USD,0.09999999999999998,-0.09999999999999998,0.2571428571428572,0.2785714285714286,0.2761904761904762,0.053452248382484795,0.04364357804719857
2010-12-03,0.3,0.3,0.2,0.3,2570,USD,0.09999999999999998,0.0,0.2571428571428571,0.2785714285714286,0.2761904761904762,0.053452248382484795,0.04364357804719857
2010-12-04,0.3,0.3,0.2,0.2,28561,USD,0.09999999999999998,0.09999999999999998,0.24285714285714288,0.27142857142857146,0.27142857142857146,0.05345224838248479,0.046291004988627656
2010-12-05,0.2,0.2,0.2,0.2,5740,USD,0.0,0.0,0.2285714285714286,0.2642857142857143,0.26666666666666666,0.04879500364742655,0.04830458915396488
2010-12-06,0.2,0.2,0.2,0.2,4319,USD,0.0,0.0,0.22857142857142856,0.2571428571428572,0.2619047619047619,0.04879500364742655,0.04976133515281202
2010-12-07,0.2,0.2,0.2,0.2,24593,USD,0.0,0.0,0.2285714285714286,0.25,0.2619047619047619,0.04879500364742655,0.04976133515281202
2010-12-08,0.2,0.2,0.2,0.2,3430,USD,0.0,0.0,0.2285714285714286,0.24285714285714285,0.2619047619047619,0.04879500364742655,0.04976133515281202
2010-12-09,0.2,0.2,0.2,0.2,21336,USD,0.0,0.0,0.21428571428571427,0.23571428571428574,0.2571428571428572,0.037796447300922596,0.05070925528371108
2010-12-10,0.2,0.2,0.2,0.2,1684,USD,0.0,0.0,0.2,0.22857142857142856,0.2523809523809524,0.0,0.05117663157191598
2010-12-11,0.2,0.2,0.2,0.2,5789,USD,0.0,0.0,0.19999999999999998,0.22142857142857145,0.24761904761904763,0.0,0.05117663157191598
2010-12-12,0.2,0.2,0.2,0.2,1964,USD,0.0,0.0,0.2,0.21428571428571433,0.24285714285714283,0.0,0.05070925528371108
2010-12-13,0.2,0.2,0.2,0.2,6416,USD,0.0,0.0,0.2,0.21428571428571427,0.23809523809523808,0.0,0.04976133515281202
2010-12-14,0.2,0.2,0.2,0.2,10388,USD,0.0,0.0,0.2,0.21428571428571427,0.23333333333333334,0.0,0.04830458915396488
2010-12-15,0.2,0.2,0.2,0.2,3685,USD,0.0,0.0,0.19999999999999998,0.21428571428571427,0.2285714285714286,0.0,0.046291004988627656
2010-12-16,0.2,0.3,0.2,0.3,14355,USD,0.09999999999999998,-0.09999999999999998,0.21428571428571427,0.21428571428571427,0.2285714285714286,0.037796447300922596,0.046291004988627656
2010-12-17,0.3,0.2,0.2,0.2,526,USD,0.0,0.09999999999999998,0.21428571428571427,0.20714285714285716,0.22380952380952376,0.037796447300922596,0.04364357804719857
2010-12-18,0.2,0.2,0.2,0.2,169,USD,0.0,0.0,0.21428571428571427,0.20714285714285713,0.21904761904761902,0.037796447300922596,0.04023739080814792
2010-12-19,0.2,0.2,0.2,0.2,2001,USD,0.0,0.0,0.21428571428571427,0.20714285714285716,0.21428571428571427,0.037796447300922596,0.03585685828003192
2010-12-20,0.2,0.3,0.2,0.3,10683,USD,0.09999999999999998,-0.09999999999999998,0.2285714285714286,0.21428571428571427,0.21904761904761902,0.04879500364742655,0.040237390808147915
2010-12-21,0.3,0.3,0.2,0.2,9226,USD,0.09999999999999998,0.09999999999999998,0.2285714285714286,0.21428571428571427,0.21904761904761902,0.04879500364742655,0.040237390808147915
2010-12-22,0.2,0.3,0.2,0.3,3800,USD,0.09999999999999998,-0.09999999999999998,0.24285714285714285,0.22142857142857145,0.22380952380952382,0.05345224838248478,0.04364357804719856
2010-12-23,0.3,0.3,0.2,0.3,8650,USD,0.09999999999999998,0.0,0.24285714285714288,0.2285714285714286,0.22380952380952376,0.05345224838248478,0.04364357804719856
2010-12-24,0.3,0.3,0.2,0.2,5033,USD,0.09999999999999998,0.09999999999999998,0.24285714285714285,0.2285714285714286,0.21904761904761902,0.05345224838248478,0.040237390808147915
2010-12-25,0.2,0.3,0.2,0.2,703,USD,0.09999999999999998,0.0,0.24285714285714285,0.2285714285714286,0.21904761904761902,0.05345224838248478,0.040237390808147915
2010-12-26,0.2,0.3,0.2,0.3,16585,USD,0.09999999999999998,-0.09999999999999998,0.2571428571428572,0.2357142857142857,0.22380952380952382,0.05345224838248479,0.04364357804719856
2010-12-27,0.3,0.3,0.3,0.3,4935,USD,0.0,0.0,0.2571428571428571,0.24285714285714288,0.2285714285714286,0.05345224838248479,0.046291004988627656
2010-12-28,0.3,0.3,0.3,0.3,15439,USD,0.0,0.0,0.2714285714285714,0.25,0.23333333333333334,0.048795003647426574,0.04830458915396487
2010-12-29,0.3,0.3,0.3,0.3,18609,USD,0.0,0.0,0.2714285714285714,0.2571428571428571,0.23809523809523808,0.048795003647426574,0.04976133515281201
2010-12-30,0.3,0.3,0.3,0.3,2540,USD,0.0,0.0,0.27142857142857146,0.2571428571428572,0.24285714285714283,0.048795003647426574,0.05070925528371108
2010-12-31,0.3,0.3,0.3,0.3,1454,USD,0.0,0.0,0.2857142857142857,0.2642857142857143,0.24761904761904763,0.037796447300922666,0.05117663157191598
2011-01-01,0.3,0.3,0.3,0.3,2821,USD,0.0,0.0,0.3,0.2714285714285714,0.2523809523809524,9.31322574615481e-10,0.05117663157191598
2011-01-02,0.3,0.3,0.3,0.3,5352,USD,0.0,0.0,0.29999999999999993,0.2785714285714286,0.2571428571428572,9.31322574615481e-10,0.05070925528371108
2011-01-03,0.3,0.3,0.3,0.3,1425,USD,0.0,0.0,0.3,0.2785714285714286,0.2619047619047619,9.31322574615481e-10,0.04976133515281201
2011-01-04,0.3,0.3,0.3,0.3,1879,USD,0.0,0.0,0.3,0.2857142857142857,0.26666666666666666,9.31322574615481e-10,0.04830458915396487
2011-01-05,0.3,0.3,0.3,0.3,357,USD,0.0,0.0,0.3,0.2857142857142857,0.27142857142857146,9.31322574615481e-10,0.046291004988627656
2011-01-06,0.3,0.3,0.3,0.3,3456,USD,0.0,0.0,0.29999999999999993,0.2857142857142857,0.2714285714285714,9.31322574615481e-10,0.046291004988627656
2011-01-07,0.3,0.3,0.3,0.3,42601,USD,0.0,0.0,0.3,0.2928571428571428,0.2761904761904762,9.31322574615481e-10,0.04364357804719856
2011-01-08,0.3,0.3,0.3,0.3,1629,USD,0.0,0.0,0.3,0.29999999999999993,0.28095238095238095,9.31322574615481e-10,0.040237390808147915
2011-01-09,0.3,0.3,0.3,0.3,1691,USD,0.0,0.0,0.3,0.3,0.2857142857142857,9.31322574615481e-10,0.03585685828003191
2011-01-10,0.3,0.3,0.3,0.3,10356,USD,0.0,0.0,0.29999999999999993,0.3,0.2857142857142857,9.31322574615481e-10,0.03585685828003191
2011-01-11,0.3,0.3,0.3,0.3,4858,USD,0.0,0.0,0.3,0.3,0.29047619047619044,9.31322574615481e-10,0.030079260375912048
2011-01-12,0.3,0.4,0.3,0.3,31360,USD,0.10000000000000003,0.0,0.3,0.3,0.29047619047619044,9.31322574615481e-10,0.030079260375912048
2011-01-13,0.3,0.4,0.3,0.3,20119,USD,0.10000000000000003,0.0,0.3,0.29999999999999993,0.29047619047619044,9.31322574615481e-10,0.030079260375912048
2011-01-14,0.3,0.4,0.3,0.4,27131,USD,0.10000000000000003,-0.10000000000000003,0.3142857142857142,0.3071428571428571,0.3,0.03779644730092281,0.03162277660168393
2011-01-15,0.4,0.4,0.4,0.4,1516,USD,0.0,0.0,0.3285714285714286,0.31428571428571433,0.30952380952380953,0.04879500364742679,0.030079260375912065
2011-01-16,0.4,0.4,0.4,0.4,2779,USD,0.0,0.0,0.34285714285714286,0.32142857142857145,0.31428571428571433,0.05345224838248505,0.03585685828003194
2011-01-17,0.4,0.4,0.3,0.3,18241,USD,0.10000000000000003,0.10000000000000003,0.34285714285714286,0.32142857142857145,0.31428571428571433,0.05345224838248505,0.03585685828003194
2011-01-18,0.3,0.3,0.3,0.3,15672,USD,0.0,0.0,0.3428571428571429,0.32142857142857145,0.3142857142857143,0.05345224838248505,0.03585685828003194
2011-01-19,0.3,0.3,0.3,0.3,7292,USD,0.0,0.0,0.34285714285714286,0.32142857142857145,0.3142857142857143,0.05345224838248505,0.03585685828003194
2011-01-20,0.3,0.4,0.3,0.4,19882,USD,0.10000000000000003,-0.10000000000000003,0.35714285714285715,0.32857142857142857,0.3190476190476191,0.05345224838248511,0.04023739080814794
2011-01-21,0.4,0.4,0.4,0.4,8478,USD,0.0,0.0,0.35714285714285715,0.33571428571428574,0.3238095238095238,0.05345224838248511,0.04364357804719859
2011-01-22,0.4,0.4,0.4,0.4,10534,USD,0.0,0.0,0.35714285714285715,0.3428571428571429,0.32857142857142857,0.05345224838248511,0.04629100498862768
2011-01-23,0.4,0.4,0.4,0.4,1148,USD,0.0,0.0,0.35714285714285715,0.35,0.3333333333333333,0.05345224838248511,0.04830458915396491
2011-01-24,0.4,0.4,0.4,0.4,11062,USD,0.0,0.0,0.37142857142857144,0.35714285714285715,0.33809523809523806,0.04879500364742697,0.049761335152812045
2011-01-25,0.4,0.4,0.4,0.4,2164,USD,0.0,0.0,0.38571428571428573,0.3642857142857143,0.34285714285714286,0.03779644730092319,0.05070925528371111
2011-01-26,0.4,0.4,0.4,0.4,15565,USD,0.0,0.0,0.4,0.37142857142857144,0.34761904761904766,6.362144379541029e-09,0.051176631571916015
2011-01-27,0.4,0.4,0.4,0.4,27708,USD,0.0,0.0,0.4,0.3785714285714286,0.3523809523809524,6.362144379541029e-09,0.05117663157191602
2011-01-28,0.4,0.4,0.4,0.4,5325,USD,0.0,0.0,0.4,0.3785714285714286,0.35714285714285715,6.362144379541029e-09,0.05070925528371112
2011-01-29,0.4,0.4,0.4,0.4,1448,USD,0.0,0.0,0.39999999999999997,0.37857142857142856,0.3619047619047619,6.362144379541029e-09,0.04976133515281206
2011-01-30,0.4,0.5,0.4,0.5,10384,USD,0.09999999999999998,-0.09999999999999998,0.4142857142857143,0.38571428571428573,0.37142857142857144,0.03779644730092334,0.05606119105813892
2011-01-31,0.5,0.9,0.5,0.5,63516,USD,0.4,0.0,0.42857142857142855,0.39999999999999997,0.38095238095238093,0.04879500364742722,0.060158520751823936
2011-02-01,0.5,0.9,0.5,0.7,31562,USD,0.4,-0.19999999999999996,0.4714285714285714,0.42857142857142855,0.4,0.1112697280528377,0.08944271909999166
2011-02-02,0.7,0.8,0.7,0.7,5627,USD,0.10000000000000009,0.0,0.5142857142857142,0.4571428571428572,0.419047619047619,0.13451854182691025,0.10779168622415938
2011-02-03,0.7,0.8,0.7,0.7,8525,USD,0.10000000000000009,0.0,0.5571428571428572,0.47857142857142854,0.43809523809523815,0.13972762620115484,0.12031704150364772
2011-02-04,0.7,0.9,0.7,0.8,42222,USD,0.20000000000000007,-0.10000000000000009,0.6142857142857142,0.5071428571428572,0.45714285714285713,0.1463850109422806,0.1434274331201273
2011-02-05,0.8,0.9,0.8,0.9,15787,USD,0.09999999999999998,-0.09999999999999998,0.6857142857142857,0.5428571428571428,0.4809523809523809,0.14638501094228076,0.17210185245675785
2011-02-06,0.9,0.9,0.8,0.9,8744,USD,0.09999999999999998,0.0,0.7428571428571428,0.5785714285714285,0.5047619047619047,0.1397276262011553,0.19358768162305812
2011-02-07,0.9,0.9,0.8,0.9,2264,USD,0.09999999999999998,0.0,0.7999999999999999,0.6142857142857142,0.5333333333333334,0.10000000000000141,0.2057506581601463
2011-02-08,0.9,0.9,0.9,0.9,7021,USD,0.0,0.0,0.8285714285714286,0.65,0.5619047619047619,0.09511897312113572,0.21325147238926753
2011-02-09,0.9,1.1,0.8,1.1,49633,USD,0.30000000000000004,-0.20000000000000007,0.8857142857142858,0.7,0.6,0.12149857925879248,0.23452078799117163
2011-02-10,1.1,1.1,0.8,1.0,26560,USD,0.30000000000000004,0.10000000000000009,0.9285714285714286,0.7428571428571429,0.6285714285714287,0.0951189731211359,0.24524040683145432
2011-02-11,1.0,1.1,0.9,1.1,13299,USD,0.20000000000000007,-0.10000000000000009,0.9714285714285715,0.7928571428571429,0.6619047619047619,0.09511897312113596,0.25976179564399104
